,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
452,"Arts, design, entertainment, sports, and media occupations_Male",101.0,2793,1722.0,2243,115.0,Asian Alone,2016
454,Health diagnosing and treating practitioners and other technical occupations_Male,656.0,2059,4179.0,6120,654.0,Asian Alone,2016
455,Health technologists and technicians_Male,356.0,924,489.0,1625,150.0,Asian Alone,2016
457,Healthcare support occupations_Male,536.0,1089,308.0,1793,316.0,Asian Alone,2016
459,"Fire fighting and prevention, and other protective service workers including supervisors_Male",270.0,521,438.0,3006,0.0,Asian Alone,2016
460,Law enforcement workers including supervisors_Male,199.0,691,0.0,1564,57.0,Asian Alone,2016
461,Food preparation and serving related occupations_Male,1924.0,10712,3914.0,19245,1174.0,Asian Alone,2016
462,Building and grounds cleaning and maintenance occupations_Male,430.0,1741,584.0,3611,377.0,Asian Alone,2016
463,Personal care and service occupations_Male,763.0,1738,689.0,3942,104.0,Asian Alone,2016
465,Sales and related occupations_Male,1395.0,7964,4909.0,16725,1012.0,Asian Alone,2016
466,Office and administrative support occupations_Male,1005.0,6425,2926.0,15291,511.0,Asian Alone,2016
468,"Farming, fishing, and forestry occupations_Male",0.0,66,0.0,158,0.0,Asian Alone,2016
469,Construction and extraction occupations_Male,537.0,4490,796.0,9010,266.0,Asian Alone,2016
470,"Installation, maintenance, and repair occupations_Male",312.0,1416,522.0,4163,365.0,Asian Alone,2016
472,Production occupations_Male,385.0,3469,1623.0,5586,148.0,Asian Alone,2016
473,Transportation occupations_Male,1469.0,11515,1572.0,22642,762.0,Asian Alone,2016
474,Material moving occupations_Male,280.0,1502,0.0,2031,46.0,Asian Alone,2016
478,Management occupations_Female,1378.0,6642,8778.0,7778,1015.0,Asian Alone,2016
479,Business and financial operations occupations_Female,507.0,5303,7868.0,8203,915.0,Asian Alone,2016
481,Computer and mathematical occupations_Female,240.0,1692,3176.0,2502,284.0,Asian Alone,2016
482,Architecture and engineering occupations_Female,29.0,899,0.0,671,0.0,Asian Alone,2016
483,"Life, physical, and social science occupations_Female",205.0,493,2477.0,548,81.0,Asian Alone,2016
485,Community and social service occupations_Female,76.0,694,1000.0,2160,55.0,Asian Alone,2016
486,Legal occupations_Female,0.0,866,2749.0,1702,53.0,Asian Alone,2016
487,"Education, training, and library occupations_Female",818.0,4777,4085.0,7029,609.0,Asian Alone,2016
488,"Arts, design, entertainment, sports, and media occupations_Female",292.0,4062,3836.0,3367,190.0,Asian Alone,2016
490,Health diagnosing and treating practitioners and other technical occupations_Female,1451.0,4179,6044.0,12059,2012.0,Asian Alone,2016
491,Health technologists and technicians_Female,328.0,845,616.0,2430,364.0,Asian Alone,2016
493,Healthcare support occupations_Female,667.0,9052,2521.0,7619,357.0,Asian Alone,2016
495,"Fire fighting and prevention, and other protective service workers including supervisors_Female",0.0,170,0.0,428,0.0,Asian Alone,2016
496,Law enforcement workers including supervisors_Female,0.0,110,0.0,98,0.0,Asian Alone,2016
497,Food preparation and serving related occupations_Female,336.0,4741,1971.0,6080,42.0,Asian Alone,2016
498,Building and grounds cleaning and maintenance occupations_Female,734.0,1699,1508.0,3591,280.0,Asian Alone,2016
499,Personal care and service occupations_Female,701.0,4910,2424.0,19129,491.0,Asian Alone,2016
501,Sales and related occupations_Female,1394.0,7767,4686.0,18728,845.0,Asian Alone,2016
502,Office and administrative support occupations_Female,1076.0,11510,7137.0,21875,1475.0,Asian Alone,2016
504,"Farming, fishing, and forestry occupations_Female",0.0,31,0.0,309,0.0,Asian Alone,2016
505,Construction and extraction occupations_Female,0.0,62,165.0,190,0.0,Asian Alone,2016
506,"Installation, maintenance, and repair occupations_Female",0.0,208,149.0,313,0.0,Asian Alone,2016
508,Production occupations_Female,313.0,4040,1113.0,4432,628.0,Asian Alone,2016
509,Transportation occupations_Female,0.0,143,0.0,777,25.0,Asian Alone,2016
510,Material moving occupations_Female,72.0,904,339.0,1177,0.0,Asian Alone,2016
515,Management occupations_Male,1093.0,7068,9813.0,16509,,Asian Alone,2017
516,Business and financial operations occupations_Male,868.0,4323,7002.0,8980,,Asian Alone,2017
518,Computer and mathematical occupations_Male,203.0,6225,5387.0,10855,,Asian Alone,2017
519,Architecture and engineering occupations_Male,115.0,1225,1252.0,2244,,Asian Alone,2017
520,"Life, physical, and social science occupations_Male",186.0,400,2325.0,1083,,Asian Alone,2017
522,Community and social service occupations_Male,85.0,621,414.0,1109,,Asian Alone,2017
523,Legal occupations_Male,0.0,377,1705.0,900,,Asian Alone,2017
524,"Education, training, and library occupations_Male",322.0,1613,1479.0,2641,,Asian Alone,2017
525,"Arts, design, entertainment, sports, and media occupations_Male",0.0,2964,2600.0,2459,,Asian Alone,2017
527,Health diagnosing and treating practitioners and other technical occupations_Male,656.0,3132,2564.0,4918,,Asian Alone,2017
528,Health technologists and technicians_Male,423.0,615,341.0,1857,,Asian Alone,2017
530,Healthcare support occupations_Male,196.0,976,139.0,2538,,Asian Alone,2017
532,"Fire fighting and prevention, and other protective service workers including supervisors_Male",293.0,178,336.0,1595,,Asian Alone,2017
533,Law enforcement workers including supervisors_Male,535.0,733,269.0,1408,,Asian Alone,2017
534,Food preparation and serving related occupations_Male,2032.0,10845,4462.0,20909,,Asian Alone,2017
535,Building and grounds cleaning and maintenance occupations_Male,508.0,1520,1612.0,3908,,Asian Alone,2017
536,Personal care and service occupations_Male,422.0,1989,1095.0,4251,,Asian Alone,2017
538,Sales and related occupations_Male,2066.0,7430,4885.0,19865,,Asian Alone,2017
539,Office and administrative support occupations_Male,954.0,7678,3452.0,14643,,Asian Alone,2017
541,"Farming, fishing, and forestry occupations_Male",0.0,137,0.0,73,,Asian Alone,2017
542,Construction and extraction occupations_Male,469.0,4870,1775.0,10882,,Asian Alone,2017
543,"Installation, maintenance, and repair occupations_Male",280.0,1838,54.0,5903,,Asian Alone,2017
545,Production occupations_Male,688.0,3805,1366.0,5052,,Asian Alone,2017
546,Transportation occupations_Male,2287.0,8943,1452.0,24172,,Asian Alone,2017
547,Material moving occupations_Male,384.0,1726,295.0,2707,,Asian Alone,2017
551,Management occupations_Female,651.0,5869,7214.0,8807,,Asian Alone,2017
552,Business and financial operations occupations_Female,469.0,5607,6448.0,9343,,Asian Alone,2017
554,Computer and mathematical occupations_Female,84.0,1785,2100.0,1691,,Asian Alone,2017
555,Architecture and engineering occupations_Female,0.0,541,874.0,1072,,Asian Alone,2017
556,"Life, physical, and social science occupations_Female",70.0,813,743.0,792,,Asian Alone,2017
558,Community and social service occupations_Female,101.0,997,834.0,2394,,Asian Alone,2017
559,Legal occupations_Female,58.0,805,1872.0,1130,,Asian Alone,2017
560,"Education, training, and library occupations_Female",1165.0,6398,5756.0,9855,,Asian Alone,2017
561,"Arts, design, entertainment, sports, and media occupations_Female",0.0,3581,5186.0,3117,,Asian Alone,2017
563,Health diagnosing and treating practitioners and other technical occupations_Female,1331.0,5014,6719.0,12413,,Asian Alone,2017
564,Health technologists and technicians_Female,229.0,1156,1208.0,3458,,Asian Alone,2017
566,Healthcare support occupations_Female,1808.0,7565,2914.0,9002,,Asian Alone,2017
568,"Fire fighting and prevention, and other protective service workers including supervisors_Female",0.0,149,85.0,592,,Asian Alone,2017
569,Law enforcement workers including supervisors_Female,64.0,36,0.0,541,,Asian Alone,2017
570,Food preparation and serving related occupations_Female,342.0,4304,1300.0,7801,,Asian Alone,2017
571,Building and grounds cleaning and maintenance occupations_Female,259.0,997,887.0,5639,,Asian Alone,2017
572,Personal care and service occupations_Female,1447.0,8885,4206.0,16208,,Asian Alone,2017
574,Sales and related occupations_Female,1310.0,7966,7099.0,17535,,Asian Alone,2017
575,Office and administrative support occupations_Female,1078.0,9470,5723.0,23244,,Asian Alone,2017
577,"Farming, fishing, and forestry occupations_Female",0.0,85,0.0,179,,Asian Alone,2017
578,Construction and extraction occupations_Female,0.0,0,456.0,137,,Asian Alone,2017
579,"Installation, maintenance, and repair occupations_Female",0.0,119,0.0,84,,Asian Alone,2017
581,Production occupations_Female,251.0,3434,1421.0,3157,,Asian Alone,2017
582,Transportation occupations_Female,0.0,224,92.0,591,,Asian Alone,2017
583,Material moving occupations_Female,0.0,877,416.0,934,,Asian Alone,2017
588,Management occupations_Male,1148.0,5278,13472.0,12324,959.0,Asian Alone,2018
589,Business and financial operations occupations_Male,430.0,4087,5027.0,8642,1039.0,Asian Alone,2018
591,Computer and mathematical occupations_Male,452.0,6604,7881.0,9743,871.0,Asian Alone,2018
592,Architecture and engineering occupations_Male,115.0,1916,1554.0,4047,594.0,Asian Alone,2018
593,"Life, physical, and social science occupations_Male",25.0,860,2001.0,1166,81.0,Asian Alone,2018
595,Community and social service occupations_Male,176.0,403,260.0,1365,109.0,Asian Alone,2018
596,Legal occupations_Male,92.0,1195,1511.0,934,159.0,Asian Alone,2018
598,"Arts, design, entertainment, sports, and media occupations_Male",315.0,3884,1552.0,2732,277.0,Asian Alone,2018
600,Health diagnosing and treating practitioners and other technical occupations_Male,1151.0,2057,2715.0,4658,491.0,Asian Alone,2018
601,Health technologists and technicians_Male,503.0,495,251.0,2335,436.0,Asian Alone,2018
603,Healthcare support occupations_Male,261.0,1630,374.0,2957,584.0,Asian Alone,2018
606,Law enforcement workers including supervisors_Male,412.0,671,92.0,1874,68.0,Asian Alone,2018
607,Food preparation and serving related occupations_Male,2190.0,10792,2223.0,13692,891.0,Asian Alone,2018
608,Building and grounds cleaning and maintenance occupations_Male,516.0,1638,505.0,3272,279.0,Asian Alone,2018
609,Personal care and service occupations_Male,371.0,783,660.0,3471,29.0,Asian Alone,2018
611,Sales and related occupations_Male,1887.0,7543,4008.0,18797,745.0,Asian Alone,2018
612,Office and administrative support occupations_Male,688.0,4550,1766.0,13540,1645.0,Asian Alone,2018
614,"Farming, fishing, and forestry occupations_Male",0.0,0,0.0,0,0.0,Asian Alone,2018
615,Construction and extraction occupations_Male,304.0,4653,744.0,9026,385.0,Asian Alone,2018
616,"Installation, maintenance, and repair occupations_Male",338.0,1809,83.0,4617,327.0,Asian Alone,2018
618,Production occupations_Male,374.0,2253,536.0,5284,648.0,Asian Alone,2018
619,Transportation occupations_Male,1500.0,11281,1064.0,30739,1281.0,Asian Alone,2018
620,Material moving occupations_Male,147.0,1751,948.0,3854,142.0,Asian Alone,2018
624,Management occupations_Female,564.0,6664,7895.0,9413,767.0,Asian Alone,2018
625,Business and financial operations occupations_Female,1040.0,5708,8741.0,12057,1079.0,Asian Alone,2018
627,Computer and mathematical occupations_Female,148.0,2181,3061.0,2208,267.0,Asian Alone,2018
628,Architecture and engineering occupations_Female,48.0,702,841.0,769,0.0,Asian Alone,2018
629,"Life, physical, and social science occupations_Female",224.0,450,1893.0,1089,160.0,Asian Alone,2018
631,Community and social service occupations_Female,419.0,944,388.0,884,185.0,Asian Alone,2018
632,Legal occupations_Female,126.0,1086,2294.0,1281,291.0,Asian Alone,2018
634,"Arts, design, entertainment, sports, and media occupations_Female",0.0,4729,5667.0,3421,164.0,Asian Alone,2018
636,Health diagnosing and treating practitioners and other technical occupations_Female,1386.0,3535,5110.0,13013,1918.0,Asian Alone,2018
637,Health technologists and technicians_Female,365.0,1983,518.0,5066,156.0,Asian Alone,2018
639,Healthcare support occupations_Female,1500.0,11233,3062.0,15453,926.0,Asian Alone,2018
642,Law enforcement workers including supervisors_Female,126.0,182,0.0,161,0.0,Asian Alone,2018
643,Food preparation and serving related occupations_Female,835.0,3837,1890.0,7771,902.0,Asian Alone,2018
644,Building and grounds cleaning and maintenance occupations_Female,58.0,1727,1132.0,4383,508.0,Asian Alone,2018
645,Personal care and service occupations_Female,919.0,4602,2100.0,11607,761.0,Asian Alone,2018
647,Sales and related occupations_Female,771.0,7339,7133.0,17223,948.0,Asian Alone,2018
648,Office and administrative support occupations_Female,1267.0,10559,7172.0,19533,2001.0,Asian Alone,2018
650,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,29,0.0,Asian Alone,2018
651,Construction and extraction occupations_Female,0.0,406,455.0,200,0.0,Asian Alone,2018
652,"Installation, maintenance, and repair occupations_Female",0.0,0,0.0,139,0.0,Asian Alone,2018
654,Production occupations_Female,405.0,2556,801.0,4230,597.0,Asian Alone,2018
655,Transportation occupations_Female,0.0,218,103.0,1038,0.0,Asian Alone,2018
656,Material moving occupations_Female,35.0,575,128.0,1410,0.0,Asian Alone,2018
661,Management occupations_Male,940.0,6310,10578.0,14934,1126.0,Asian Alone,2019
662,Business and financial operations occupations_Male,666.0,5006,7501.0,9720,793.0,Asian Alone,2019
664,Computer and mathematical occupations_Male,383.0,6203,5299.0,9514,774.0,Asian Alone,2019
665,Architecture and engineering occupations_Male,32.0,1824,1023.0,3181,294.0,Asian Alone,2019
666,"Life, physical, and social science occupations_Male",0.0,412,1375.0,673,146.0,Asian Alone,2019
668,Community and social service occupations_Male,304.0,215,81.0,2040,426.0,Asian Alone,2019
669,Legal occupations_Male,0.0,498,1989.0,907,27.0,Asian Alone,2019
671,"Arts, design, entertainment, sports, and media occupations_Male",263.0,3377,2554.0,3662,184.0,Asian Alone,2019
673,Health diagnosing and treating practitioners and other technical occupations_Male,969.0,1883,3705.0,5204,813.0,Asian Alone,2019
674,Health technologists and technicians_Male,75.0,1110,372.0,3393,430.0,Asian Alone,2019
676,Healthcare support occupations_Male,649.0,2695,1209.0,2548,664.0,Asian Alone,2019
679,Law enforcement workers including supervisors_Male,232.0,512,53.0,2301,178.0,Asian Alone,2019
680,Food preparation and serving related occupations_Male,1194.0,12513,4948.0,13485,906.0,Asian Alone,2019
681,Building and grounds cleaning and maintenance occupations_Male,408.0,1277,183.0,2828,585.0,Asian Alone,2019
682,Personal care and service occupations_Male,250.0,1236,1161.0,4551,181.0,Asian Alone,2019
684,Sales and related occupations_Male,1843.0,8103,5137.0,15508,1386.0,Asian Alone,2019
685,Office and administrative support occupations_Male,471.0,4135,2354.0,10613,1026.0,Asian Alone,2019
687,"Farming, fishing, and forestry occupations_Male",0.0,0,0.0,0,0.0,Asian Alone,2019
688,Construction and extraction occupations_Male,149.0,4740,216.0,10248,779.0,Asian Alone,2019
689,"Installation, maintenance, and repair occupations_Male",360.0,1875,44.0,4020,264.0,Asian Alone,2019
691,Production occupations_Male,755.0,2062,1043.0,6138,185.0,Asian Alone,2019
692,Transportation occupations_Male,2513.0,9776,1725.0,22206,1498.0,Asian Alone,2019
