Occupations,year,race,Gender,County,NumEmp
Management occupations,2011,Asian Alone,Female,"Bronx County, New York",266
Management occupations,2011,Asian Alone,Female,"Kings County, New York",3157
Management occupations,2011,Asian Alone,Female,"New York County, New York",5726
Management occupations,2011,Asian Alone,Female,"Queens County, New York",5577
Management occupations,2011,Asian Alone,Female,"Richmond County, New York",407
Business and financial operations occupations,2011,Asian Alone,Female,"Bronx County, New York",236
Business and financial operations occupations,2011,Asian Alone,Female,"Kings County, New York",4251
Business and financial operations occupations,2011,Asian Alone,Female,"New York County, New York",6588
Business and financial operations occupations,2011,Asian Alone,Female,"Queens County, New York",9111
Business and financial operations occupations,2011,Asian Alone,Female,"Richmond County, New York",596
Computer and mathematical occupations,2011,Asian Alone,Female,"Bronx County, New York",44
Computer and mathematical occupations,2011,Asian Alone,Female,"Kings County, New York",987
Computer and mathematical occupations,2011,Asian Alone,Female,"New York County, New York",1763
Computer and mathematical occupations,2011,Asian Alone,Female,"Queens County, New York",2411
Computer and mathematical occupations,2011,Asian Alone,Female,"Richmond County, New York",26
Architecture and engineering occupations,2011,Asian Alone,Female,"Bronx County, New York",0
Architecture and engineering occupations,2011,Asian Alone,Female,"Kings County, New York",316
Architecture and engineering occupations,2011,Asian Alone,Female,"New York County, New York",118
Architecture and engineering occupations,2011,Asian Alone,Female,"Queens County, New York",571
Architecture and engineering occupations,2011,Asian Alone,Female,"Richmond County, New York",101
"Life, physical, and social science occupations",2011,Asian Alone,Female,"Bronx County, New York",70
"Life, physical, and social science occupations",2011,Asian Alone,Female,"Kings County, New York",183
"Life, physical, and social science occupations",2011,Asian Alone,Female,"New York County, New York",1575
"Life, physical, and social science occupations",2011,Asian Alone,Female,"Queens County, New York",1278
"Life, physical, and social science occupations",2011,Asian Alone,Female,"Richmond County, New York",29
Community and social service occupations,2011,Asian Alone,Female,"Bronx County, New York",330
Community and social service occupations,2011,Asian Alone,Female,"Kings County, New York",406
Community and social service occupations,2011,Asian Alone,Female,"New York County, New York",504
Community and social service occupations,2011,Asian Alone,Female,"Queens County, New York",1476
Community and social service occupations,2011,Asian Alone,Female,"Richmond County, New York",76
Legal occupations,2011,Asian Alone,Female,"Bronx County, New York",156
Legal occupations,2011,Asian Alone,Female,"Kings County, New York",982
Legal occupations,2011,Asian Alone,Female,"New York County, New York",2631
Legal occupations,2011,Asian Alone,Female,"Queens County, New York",533
Legal occupations,2011,Asian Alone,Female,"Richmond County, New York",22
"Education, training, and library occupations",2011,Asian Alone,Female,"Bronx County, New York",905
"Education, training, and library occupations",2011,Asian Alone,Female,"Kings County, New York",3076
"Education, training, and library occupations",2011,Asian Alone,Female,"New York County, New York",3151
"Education, training, and library occupations",2011,Asian Alone,Female,"Queens County, New York",6660
"Education, training, and library occupations",2011,Asian Alone,Female,"Richmond County, New York",354
"Arts, design, entertainment, sports, and media occupations",2011,Asian Alone,Female,"Bronx County, New York",291
"Arts, design, entertainment, sports, and media occupations",2011,Asian Alone,Female,"Kings County, New York",2537
"Arts, design, entertainment, sports, and media occupations",2011,Asian Alone,Female,"New York County, New York",5853
"Arts, design, entertainment, sports, and media occupations",2011,Asian Alone,Female,"Queens County, New York",2213
"Arts, design, entertainment, sports, and media occupations",2011,Asian Alone,Female,"Richmond County, New York",23
Health diagnosing and treating practitioners and other technical occupations,2011,Asian Alone,Female,"Bronx County, New York",1245
Health diagnosing and treating practitioners and other technical occupations,2011,Asian Alone,Female,"Kings County, New York",4576
Health diagnosing and treating practitioners and other technical occupations,2011,Asian Alone,Female,"New York County, New York",3052
Health diagnosing and treating practitioners and other technical occupations,2011,Asian Alone,Female,"Queens County, New York",10995
Health diagnosing and treating practitioners and other technical occupations,2011,Asian Alone,Female,"Richmond County, New York",1480
Health technologists and technicians,2011,Asian Alone,Female,"Bronx County, New York",254
Health technologists and technicians,2011,Asian Alone,Female,"Kings County, New York",1516
Health technologists and technicians,2011,Asian Alone,Female,"New York County, New York",643
Health technologists and technicians,2011,Asian Alone,Female,"Queens County, New York",1778
Health technologists and technicians,2011,Asian Alone,Female,"Richmond County, New York",276
Healthcare support occupations,2011,Asian Alone,Female,"Bronx County, New York",1255
Healthcare support occupations,2011,Asian Alone,Female,"Kings County, New York",4053
Healthcare support occupations,2011,Asian Alone,Female,"New York County, New York",1251
Healthcare support occupations,2011,Asian Alone,Female,"Queens County, New York",6262
Healthcare support occupations,2011,Asian Alone,Female,"Richmond County, New York",997
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Asian Alone,Female,"Bronx County, New York",0
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Asian Alone,Female,"Kings County, New York",362
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Asian Alone,Female,"New York County, New York",0
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Asian Alone,Female,"Queens County, New York",351
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Asian Alone,Female,"Richmond County, New York",0
Law enforcement workers including supervisors,2011,Asian Alone,Female,"Bronx County, New York",0
Law enforcement workers including supervisors,2011,Asian Alone,Female,"Kings County, New York",55
Law enforcement workers including supervisors,2011,Asian Alone,Female,"New York County, New York",0
Law enforcement workers including supervisors,2011,Asian Alone,Female,"Queens County, New York",0
Law enforcement workers including supervisors,2011,Asian Alone,Female,"Richmond County, New York",0
Food preparation and serving related occupations,2011,Asian Alone,Female,"Bronx County, New York",172
Food preparation and serving related occupations,2011,Asian Alone,Female,"Kings County, New York",4937
Food preparation and serving related occupations,2011,Asian Alone,Female,"New York County, New York",2379
Food preparation and serving related occupations,2011,Asian Alone,Female,"Queens County, New York",5415
Food preparation and serving related occupations,2011,Asian Alone,Female,"Richmond County, New York",416
Building and grounds cleaning and maintenance occupations,2011,Asian Alone,Female,"Bronx County, New York",618
Building and grounds cleaning and maintenance occupations,2011,Asian Alone,Female,"Kings County, New York",1953
Building and grounds cleaning and maintenance occupations,2011,Asian Alone,Female,"New York County, New York",1297
Building and grounds cleaning and maintenance occupations,2011,Asian Alone,Female,"Queens County, New York",2645
Building and grounds cleaning and maintenance occupations,2011,Asian Alone,Female,"Richmond County, New York",201
Personal care and service occupations,2011,Asian Alone,Female,"Bronx County, New York",755
Personal care and service occupations,2011,Asian Alone,Female,"Kings County, New York",6364
Personal care and service occupations,2011,Asian Alone,Female,"New York County, New York",1921
Personal care and service occupations,2011,Asian Alone,Female,"Queens County, New York",11943
Personal care and service occupations,2011,Asian Alone,Female,"Richmond County, New York",482
Sales and related occupations,2011,Asian Alone,Female,"Bronx County, New York",350
Sales and related occupations,2011,Asian Alone,Female,"Kings County, New York",5745
