,Occupations,year,race,YearlyNumEmpbyRace
15830,Personal care and service occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,43764.0
15835,Sales and related occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,150034.0
15840,Office and administrative support occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,156535.0
15845,"Farming, fishing, and forestry occupations",2013,WHITE ALONE NOT HISPANIC OR LATINO,669.0
15850,Construction and extraction occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,44872.0
15855,"Installation, maintenance, and repair occupations",2013,WHITE ALONE NOT HISPANIC OR LATINO,18360.0
15860,Production occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,22829.0
15865,Transportation occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,28446.0
15870,Material moving occupations,2013,WHITE ALONE NOT HISPANIC OR LATINO,11401.0
16000,Management occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,219487.0
16005,Business and financial operations occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,121812.0
16010,Computer and mathematical occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,50634.0
16015,Architecture and engineering occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,19865.0
16020,"Life, physical, and social science occupations",2014,WHITE ALONE NOT HISPANIC OR LATINO,17510.0
16025,Community and social service occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,22843.0
16030,Legal occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,53777.0
16035,"Education, training, and library occupations",2014,WHITE ALONE NOT HISPANIC OR LATINO,135662.0
16040,"Arts, design, entertainment, sports, and media occupations",2014,WHITE ALONE NOT HISPANIC OR LATINO,118751.0
16045,Health diagnosing and treating practitioners and other technical occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,66465.0
16050,Health technologists and technicians,2014,WHITE ALONE NOT HISPANIC OR LATINO,12014.0
16055,Healthcare support occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,23004.0
16060,"Fire fighting and prevention, and other protective service workers including supervisors",2014,WHITE ALONE NOT HISPANIC OR LATINO,13430.0
16065,Law enforcement workers including supervisors,2014,WHITE ALONE NOT HISPANIC OR LATINO,10817.0
16070,Food preparation and serving related occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,45224.0
16075,Building and grounds cleaning and maintenance occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,27523.0
16080,Personal care and service occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,41070.0
16085,Sales and related occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,153445.0
16090,Office and administrative support occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,158548.0
16095,"Farming, fishing, and forestry occupations",2014,WHITE ALONE NOT HISPANIC OR LATINO,786.0
16100,Construction and extraction occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,47605.0
16105,"Installation, maintenance, and repair occupations",2014,WHITE ALONE NOT HISPANIC OR LATINO,19085.0
16110,Production occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,21159.0
16115,Transportation occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,29953.0
16120,Material moving occupations,2014,WHITE ALONE NOT HISPANIC OR LATINO,12047.0
16250,Management occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,230857.0
16255,Business and financial operations occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,119146.0
16260,Computer and mathematical occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,49908.0
16265,Architecture and engineering occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,19654.0
16270,"Life, physical, and social science occupations",2015,WHITE ALONE NOT HISPANIC OR LATINO,20887.0
16275,Community and social service occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,25276.0
16280,Legal occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,55243.0
16285,"Education, training, and library occupations",2015,WHITE ALONE NOT HISPANIC OR LATINO,137858.0
16290,"Arts, design, entertainment, sports, and media occupations",2015,WHITE ALONE NOT HISPANIC OR LATINO,127218.0
16295,Health diagnosing and treating practitioners and other technical occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,62059.0
16300,Health technologists and technicians,2015,WHITE ALONE NOT HISPANIC OR LATINO,13896.0
16305,Healthcare support occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,26551.0
16310,"Fire fighting and prevention, and other protective service workers including supervisors",2015,WHITE ALONE NOT HISPANIC OR LATINO,12472.0
16315,Law enforcement workers including supervisors,2015,WHITE ALONE NOT HISPANIC OR LATINO,9145.0
16320,Food preparation and serving related occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,50779.0
16325,Building and grounds cleaning and maintenance occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,23167.0
16330,Personal care and service occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,42921.0
16335,Sales and related occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,148729.0
16340,Office and administrative support occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,151584.0
16345,"Farming, fishing, and forestry occupations",2015,WHITE ALONE NOT HISPANIC OR LATINO,799.0
16350,Construction and extraction occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,45784.0
16355,"Installation, maintenance, and repair occupations",2015,WHITE ALONE NOT HISPANIC OR LATINO,24355.0
16360,Production occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,23260.0
16365,Transportation occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,33371.0
16370,Material moving occupations,2015,WHITE ALONE NOT HISPANIC OR LATINO,9257.0
16500,Management occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,237566.0
16505,Business and financial operations occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,122748.0
16510,Computer and mathematical occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,54154.0
16515,Architecture and engineering occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,21984.0
16520,"Life, physical, and social science occupations",2016,WHITE ALONE NOT HISPANIC OR LATINO,20968.0
16525,Community and social service occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,25912.0
16530,Legal occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,55954.0
16535,"Education, training, and library occupations",2016,WHITE ALONE NOT HISPANIC OR LATINO,125474.0
16540,"Arts, design, entertainment, sports, and media occupations",2016,WHITE ALONE NOT HISPANIC OR LATINO,130594.0
16545,Health diagnosing and treating practitioners and other technical occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,64975.0
16550,Health technologists and technicians,2016,WHITE ALONE NOT HISPANIC OR LATINO,12194.0
16555,Healthcare support occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,27713.0
16560,"Fire fighting and prevention, and other protective service workers including supervisors",2016,WHITE ALONE NOT HISPANIC OR LATINO,13542.0
16565,Law enforcement workers including supervisors,2016,WHITE ALONE NOT HISPANIC OR LATINO,8913.0
16570,Food preparation and serving related occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,49461.0
16575,Building and grounds cleaning and maintenance occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,21699.0
16580,Personal care and service occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,40448.0
16585,Sales and related occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,152019.0
16590,Office and administrative support occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,146971.0
16595,"Farming, fishing, and forestry occupations",2016,WHITE ALONE NOT HISPANIC OR LATINO,944.0
16600,Construction and extraction occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,47802.0
16605,"Installation, maintenance, and repair occupations",2016,WHITE ALONE NOT HISPANIC OR LATINO,19198.0
16610,Production occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,17944.0
16615,Transportation occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,34230.0
16620,Material moving occupations,2016,WHITE ALONE NOT HISPANIC OR LATINO,8743.0
16750,Management occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,232558.0
16755,Business and financial operations occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,129084.0
16760,Computer and mathematical occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,55328.0
16765,Architecture and engineering occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,20745.0
16770,"Life, physical, and social science occupations",2017,WHITE ALONE NOT HISPANIC OR LATINO,19410.0
16775,Community and social service occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,28010.0
16780,Legal occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,54933.0
16785,"Education, training, and library occupations",2017,WHITE ALONE NOT HISPANIC OR LATINO,125846.0
16790,"Arts, design, entertainment, sports, and media occupations",2017,WHITE ALONE NOT HISPANIC OR LATINO,138663.0
16795,Health diagnosing and treating practitioners and other technical occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,68653.0
16800,Health technologists and technicians,2017,WHITE ALONE NOT HISPANIC OR LATINO,14530.0
16805,Healthcare support occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,22862.0
16810,"Fire fighting and prevention, and other protective service workers including supervisors",2017,WHITE ALONE NOT HISPANIC OR LATINO,12584.0
16815,Law enforcement workers including supervisors,2017,WHITE ALONE NOT HISPANIC OR LATINO,12240.0
16820,Food preparation and serving related occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,47964.0
16825,Building and grounds cleaning and maintenance occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,23331.0
16830,Personal care and service occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,46221.0
16835,Sales and related occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,138419.0
16840,Office and administrative support occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,144893.0
16845,"Farming, fishing, and forestry occupations",2017,WHITE ALONE NOT HISPANIC OR LATINO,724.0
16850,Construction and extraction occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,43284.0
16855,"Installation, maintenance, and repair occupations",2017,WHITE ALONE NOT HISPANIC OR LATINO,19014.0
16860,Production occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,21233.0
16865,Transportation occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,32270.0
16870,Material moving occupations,2017,WHITE ALONE NOT HISPANIC OR LATINO,10893.0
17000,Management occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,217194.0
17005,Business and financial operations occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,131315.0
17010,Computer and mathematical occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,65288.0
17015,Architecture and engineering occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,20839.0
17020,"Life, physical, and social science occupations",2018,WHITE ALONE NOT HISPANIC OR LATINO,21661.0
17025,Community and social service occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,24258.0
17030,Legal occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,51835.0
17035,"Education, training, and library occupations",2018,WHITE ALONE NOT HISPANIC OR LATINO,132829.0
17040,"Arts, design, entertainment, sports, and media occupations",2018,WHITE ALONE NOT HISPANIC OR LATINO,130031.0
17045,Health diagnosing and treating practitioners and other technical occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,62466.0
17050,Health technologists and technicians,2018,WHITE ALONE NOT HISPANIC OR LATINO,13971.0
17055,Healthcare support occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,31761.0
17060,"Fire fighting and prevention, and other protective service workers including supervisors",2018,WHITE ALONE NOT HISPANIC OR LATINO,15049.0
17065,Law enforcement workers including supervisors,2018,WHITE ALONE NOT HISPANIC OR LATINO,9289.0
17070,Food preparation and serving related occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,45682.0
17075,Building and grounds cleaning and maintenance occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,22816.0
17080,Personal care and service occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,41238.0
17085,Sales and related occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,133653.0
17090,Office and administrative support occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,147351.0
17095,"Farming, fishing, and forestry occupations",2018,WHITE ALONE NOT HISPANIC OR LATINO,526.0
17100,Construction and extraction occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,42961.0
17105,"Installation, maintenance, and repair occupations",2018,WHITE ALONE NOT HISPANIC OR LATINO,12753.0
17110,Production occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,22067.0
17115,Transportation occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,31449.0
17120,Material moving occupations,2018,WHITE ALONE NOT HISPANIC OR LATINO,14218.0
17250,Management occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,236260.0
17255,Business and financial operations occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,137550.0
17260,Computer and mathematical occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,65451.0
17265,Architecture and engineering occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,21795.0
17270,"Life, physical, and social science occupations",2019,WHITE ALONE NOT HISPANIC OR LATINO,21525.0
17275,Community and social service occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,22884.0
17280,Legal occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,54246.0
17285,"Education, training, and library occupations",2019,WHITE ALONE NOT HISPANIC OR LATINO,135135.0
17290,"Arts, design, entertainment, sports, and media occupations",2019,WHITE ALONE NOT HISPANIC OR LATINO,124998.0
17295,Health diagnosing and treating practitioners and other technical occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,68145.0
17300,Health technologists and technicians,2019,WHITE ALONE NOT HISPANIC OR LATINO,12445.0
17305,Healthcare support occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,28321.0
17310,"Fire fighting and prevention, and other protective service workers including supervisors",2019,WHITE ALONE NOT HISPANIC OR LATINO,16719.0
17315,Law enforcement workers including supervisors,2019,WHITE ALONE NOT HISPANIC OR LATINO,10870.0
17320,Food preparation and serving related occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,45099.0
17325,Building and grounds cleaning and maintenance occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,20148.0
17330,Personal care and service occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,38307.0
17335,Sales and related occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,141113.0
17340,Office and administrative support occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,122735.0
17345,"Farming, fishing, and forestry occupations",2019,WHITE ALONE NOT HISPANIC OR LATINO,107.0
17350,Construction and extraction occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,40121.0
17355,"Installation, maintenance, and repair occupations",2019,WHITE ALONE NOT HISPANIC OR LATINO,16499.0
17360,Production occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,18986.0
17365,Transportation occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,28807.0
17370,Material moving occupations,2019,WHITE ALONE NOT HISPANIC OR LATINO,12703.0
