,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
305,"Education, training, and library occupations_Male",404.0,1807,1129.0,1950,163.0,Asian Alone,2014
306,"Arts, design, entertainment, sports, and media occupations_Male",177.0,2184,3034.0,3588,148.0,Asian Alone,2014
307,Healthcare practitioners and technical occupations:_Male,1360.0,2983,1890.0,6300,690.0,Asian Alone,2014
308,Health diagnosing and treating practitioners and other technical occupations_Male,773.0,2085,1765.0,4814,650.0,Asian Alone,2014
309,Health technologists and technicians_Male,587.0,898,125.0,1486,40.0,Asian Alone,2014
310,Service occupations:_Male,3452.0,20363,6194.0,28210,1991.0,Asian Alone,2014
311,Healthcare support occupations_Male,283.0,962,61.0,861,196.0,Asian Alone,2014
312,Protective service occupations:_Male,285.0,600,525.0,3202,575.0,Asian Alone,2014
313,"Fire fighting and prevention, and other protective service workers including supervisors_Male",65.0,492,395.0,1783,301.0,Asian Alone,2014
314,Law enforcement workers including supervisors_Male,220.0,108,130.0,1419,274.0,Asian Alone,2014
315,Food preparation and serving related occupations_Male,1557.0,15553,4090.0,17145,487.0,Asian Alone,2014
316,Building and grounds cleaning and maintenance occupations_Male,810.0,1526,257.0,2327,623.0,Asian Alone,2014
317,Personal care and service occupations_Male,517.0,1722,1261.0,4675,110.0,Asian Alone,2014
318,Sales and office occupations:_Male,2549.0,16152,5701.0,31824,2499.0,Asian Alone,2014
319,Sales and related occupations_Male,1822.0,10816,3633.0,17854,1840.0,Asian Alone,2014
320,Office and administrative support occupations_Male,727.0,5336,2068.0,13970,659.0,Asian Alone,2014
321,"Natural resources, construction, and maintenance occupations:_Male",733.0,5410,1822.0,13705,357.0,Asian Alone,2014
322,"Farming, fishing, and forestry occupations_Male",0.0,0,0.0,0,0.0,Asian Alone,2014
323,Construction and extraction occupations_Male,441.0,3891,1376.0,8009,222.0,Asian Alone,2014
324,"Installation, maintenance, and repair occupations_Male",292.0,1519,446.0,5696,135.0,Asian Alone,2014
325,"Production, transportation, and material moving occupations:_Male",2264.0,12988,2847.0,31502,1192.0,Asian Alone,2014
326,Production occupations_Male,450.0,3316,1483.0,5471,477.0,Asian Alone,2014
327,Transportation occupations_Male,1780.0,8341,920.0,23046,524.0,Asian Alone,2014
328,Material moving occupations_Male,34.0,1331,444.0,2985,191.0,Asian Alone,2014
329,Female:_Female,11184.0,70582,58418.0,125227,8695.0,Asian Alone,2014
330,"Management, business, science, and arts occupations:_Female",4087.0,26166,37133.0,50780,3935.0,Asian Alone,2014
331,"Management, business, and financial occupations:_Female",882.0,8989,19546.0,18616,819.0,Asian Alone,2014
332,Management occupations_Female,551.0,4442,11092.0,8872,257.0,Asian Alone,2014
333,Business and financial operations occupations_Female,331.0,4547,8454.0,9744,562.0,Asian Alone,2014
334,"Computer, engineering, and science occupations:_Female",433.0,2741,2819.0,4158,382.0,Asian Alone,2014
335,Computer and mathematical occupations_Female,61.0,1529,1382.0,2340,300.0,Asian Alone,2014
336,Architecture and engineering occupations_Female,30.0,857,411.0,506,0.0,Asian Alone,2014
337,"Life, physical, and social science occupations_Female",342.0,355,1026.0,1312,82.0,Asian Alone,2014
338,"Education, legal, community service, arts, and media occupations:_Female",759.0,9718,10093.0,14217,1332.0,Asian Alone,2014
339,Community and social service occupations_Female,0.0,1055,535.0,1627,46.0,Asian Alone,2014
340,Legal occupations_Female,71.0,1120,2018.0,1739,39.0,Asian Alone,2014
341,"Education, training, and library occupations_Female",542.0,3896,3299.0,7256,810.0,Asian Alone,2014
342,"Arts, design, entertainment, sports, and media occupations_Female",146.0,3647,4241.0,3595,437.0,Asian Alone,2014
343,Healthcare practitioners and technical occupations:_Female,2013.0,4718,4675.0,13789,1402.0,Asian Alone,2014
344,Health diagnosing and treating practitioners and other technical occupations_Female,1770.0,3650,4023.0,10409,1167.0,Asian Alone,2014
345,Health technologists and technicians_Female,243.0,1068,652.0,3380,235.0,Asian Alone,2014
346,Service occupations:_Female,3601.0,21091,8005.0,34991,1886.0,Asian Alone,2014
347,Healthcare support occupations_Female,516.0,5731,2173.0,7044,560.0,Asian Alone,2014
348,Protective service occupations:_Female,0.0,82,43.0,219,79.0,Asian Alone,2014
349,"Fire fighting and prevention, and other protective service workers including supervisors_Female",0.0,43,43.0,219,36.0,Asian Alone,2014
350,Law enforcement workers including supervisors_Female,0.0,39,0.0,0,43.0,Asian Alone,2014
351,Food preparation and serving related occupations_Female,471.0,4583,2040.0,6176,432.0,Asian Alone,2014
352,Building and grounds cleaning and maintenance occupations_Female,448.0,2126,824.0,3553,152.0,Asian Alone,2014
353,Personal care and service occupations_Female,2166.0,8569,2925.0,17999,663.0,Asian Alone,2014
354,Sales and office occupations:_Female,3253.0,17417,11960.0,32840,2624.0,Asian Alone,2014
355,Sales and related occupations_Female,2370.0,8101,5537.0,14298,1472.0,Asian Alone,2014
356,Office and administrative support occupations_Female,883.0,9316,6423.0,18542,1152.0,Asian Alone,2014
357,"Natural resources, construction, and maintenance occupations:_Female",0.0,272,179.0,436,0.0,Asian Alone,2014
358,"Farming, fishing, and forestry occupations_Female",0.0,0,62.0,0,0.0,Asian Alone,2014
359,Construction and extraction occupations_Female,0.0,87,117.0,126,0.0,Asian Alone,2014
360,"Installation, maintenance, and repair occupations_Female",0.0,185,0.0,310,0.0,Asian Alone,2014
361,"Production, transportation, and material moving occupations:_Female",243.0,5636,1141.0,6180,250.0,Asian Alone,2014
362,Production occupations_Female,86.0,4984,1047.0,5108,211.0,Asian Alone,2014
363,Transportation occupations_Female,0.0,143,0.0,349,0.0,Asian Alone,2014
364,Material moving occupations_Female,157.0,509,94.0,723,39.0,Asian Alone,2014
365,Total:,23418.0,155487,110609.0,288735,18219.0,Asian Alone,2015
366,Male:,13451.0,80736,52905.0,158537,10225.0,Asian Alone,2015
367,"Management, business, science, and arts occupations:_Male",4923.0,26090,34133.0,50590,3763.0,Asian Alone,2015
368,"Management, business, and financial occupations:_Male",1626.0,9744,16879.0,22426,1331.0,Asian Alone,2015
369,Management occupations_Male,1270.0,6704,8888.0,13589,297.0,Asian Alone,2015
370,Business and financial operations occupations_Male,356.0,3040,7991.0,8837,1034.0,Asian Alone,2015
371,"Computer, engineering, and science occupations:_Male",1091.0,7512,7977.0,13604,965.0,Asian Alone,2015
372,Computer and mathematical occupations_Male,454.0,5352,4897.0,9338,370.0,Asian Alone,2015
373,Architecture and engineering occupations_Male,388.0,1447,1380.0,3381,367.0,Asian Alone,2015
374,"Life, physical, and social science occupations_Male",249.0,713,1700.0,885,228.0,Asian Alone,2015
375,"Education, legal, community service, arts, and media occupations:_Male",1137.0,5743,6330.0,8486,715.0,Asian Alone,2015
376,Community and social service occupations_Male,170.0,318,258.0,2021,239.0,Asian Alone,2015
377,Legal occupations_Male,203.0,1068,657.0,654,100.0,Asian Alone,2015
378,"Education, training, and library occupations_Male",611.0,1440,1392.0,3017,326.0,Asian Alone,2015
379,"Arts, design, entertainment, sports, and media occupations_Male",153.0,2917,4023.0,2794,50.0,Asian Alone,2015
380,Healthcare practitioners and technical occupations:_Male,1069.0,3091,2947.0,6074,752.0,Asian Alone,2015
381,Health diagnosing and treating practitioners and other technical occupations_Male,736.0,2064,2917.0,4816,540.0,Asian Alone,2015
382,Health technologists and technicians_Male,333.0,1027,30.0,1258,212.0,Asian Alone,2015
383,Service occupations:_Male,3745.0,18308,6300.0,29001,1356.0,Asian Alone,2015
384,Healthcare support occupations_Male,87.0,421,265.0,1733,311.0,Asian Alone,2015
385,Protective service occupations:_Male,470.0,1477,652.0,3703,414.0,Asian Alone,2015
386,"Fire fighting and prevention, and other protective service workers including supervisors_Male",437.0,825,652.0,1669,208.0,Asian Alone,2015
387,Law enforcement workers including supervisors_Male,33.0,652,0.0,2034,206.0,Asian Alone,2015
388,Food preparation and serving related occupations_Male,2299.0,12584,4535.0,17262,211.0,Asian Alone,2015
389,Building and grounds cleaning and maintenance occupations_Male,471.0,2026,307.0,3207,168.0,Asian Alone,2015
390,Personal care and service occupations_Male,418.0,1800,541.0,3096,252.0,Asian Alone,2015
391,Sales and office occupations:_Male,1848.0,14871,8365.0,33073,2613.0,Asian Alone,2015
392,Sales and related occupations_Male,1098.0,7571,5461.0,19996,1619.0,Asian Alone,2015
393,Office and administrative support occupations_Male,750.0,7300,2904.0,13077,994.0,Asian Alone,2015
394,"Natural resources, construction, and maintenance occupations:_Male",1016.0,8402,854.0,13480,699.0,Asian Alone,2015
395,"Farming, fishing, and forestry occupations_Male",0.0,301,0.0,292,97.0,Asian Alone,2015
396,Construction and extraction occupations_Male,550.0,5746,491.0,8390,400.0,Asian Alone,2015
397,"Installation, maintenance, and repair occupations_Male",466.0,2355,363.0,4798,202.0,Asian Alone,2015
398,"Production, transportation, and material moving occupations:_Male",1919.0,13065,3253.0,32393,1794.0,Asian Alone,2015
399,Production occupations_Male,642.0,2832,470.0,6790,341.0,Asian Alone,2015
400,Transportation occupations_Male,922.0,9253,2247.0,23510,1331.0,Asian Alone,2015
401,Material moving occupations_Male,355.0,980,536.0,2093,122.0,Asian Alone,2015
402,Female:_Female,9967.0,74751,57704.0,130198,7994.0,Asian Alone,2015
403,"Management, business, science, and arts occupations:_Female",4298.0,29716,36221.0,54021,3613.0,Asian Alone,2015
404,"Management, business, and financial occupations:_Female",754.0,12333,14326.0,18049,1225.0,Asian Alone,2015
405,Management occupations_Female,309.0,5916,7608.0,8459,419.0,Asian Alone,2015
406,Business and financial operations occupations_Female,445.0,6417,6718.0,9590,806.0,Asian Alone,2015
407,"Computer, engineering, and science occupations:_Female",910.0,2616,4127.0,4896,58.0,Asian Alone,2015
408,Computer and mathematical occupations_Female,550.0,1468,1888.0,3002,0.0,Asian Alone,2015
409,Architecture and engineering occupations_Female,0.0,365,769.0,679,0.0,Asian Alone,2015
410,"Life, physical, and social science occupations_Female",360.0,783,1470.0,1215,58.0,Asian Alone,2015
411,"Education, legal, community service, arts, and media occupations:_Female",929.0,9982,11591.0,15281,324.0,Asian Alone,2015
412,Community and social service occupations_Female,58.0,640,532.0,1072,179.0,Asian Alone,2015
413,Legal occupations_Female,172.0,1452,1738.0,1236,0.0,Asian Alone,2015
414,"Education, training, and library occupations_Female",526.0,4105,4633.0,7903,145.0,Asian Alone,2015
415,"Arts, design, entertainment, sports, and media occupations_Female",173.0,3785,4688.0,5070,0.0,Asian Alone,2015
416,Healthcare practitioners and technical occupations:_Female,1705.0,4785,6177.0,15795,2006.0,Asian Alone,2015
417,Health diagnosing and treating practitioners and other technical occupations_Female,1342.0,3763,5237.0,12510,1571.0,Asian Alone,2015
418,Health technologists and technicians_Female,363.0,1022,940.0,3285,435.0,Asian Alone,2015
419,Service occupations:_Female,2174.0,22150,7694.0,32768,1961.0,Asian Alone,2015
420,Healthcare support occupations_Female,686.0,7992,2078.0,7033,685.0,Asian Alone,2015
421,Protective service occupations:_Female,0.0,147,679.0,844,366.0,Asian Alone,2015
422,"Fire fighting and prevention, and other protective service workers including supervisors_Female",0.0,147,549.0,690,0.0,Asian Alone,2015
423,Law enforcement workers including supervisors_Female,0.0,0,130.0,154,366.0,Asian Alone,2015
424,Food preparation and serving related occupations_Female,302.0,5985,1649.0,4696,227.0,Asian Alone,2015
425,Building and grounds cleaning and maintenance occupations_Female,362.0,1532,555.0,4648,237.0,Asian Alone,2015
426,Personal care and service occupations_Female,824.0,6494,2733.0,15547,446.0,Asian Alone,2015
427,Sales and office occupations:_Female,3008.0,18075,12827.0,38494,2159.0,Asian Alone,2015
428,Sales and related occupations_Female,1014.0,8237,5550.0,16193,930.0,Asian Alone,2015
429,Office and administrative support occupations_Female,1994.0,9838,7277.0,22301,1229.0,Asian Alone,2015
430,"Natural resources, construction, and maintenance occupations:_Female",47.0,291,37.0,517,0.0,Asian Alone,2015
431,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,0.0,Asian Alone,2015
432,Construction and extraction occupations_Female,0.0,169,0.0,355,0.0,Asian Alone,2015
433,"Installation, maintenance, and repair occupations_Female",47.0,122,37.0,162,0.0,Asian Alone,2015
434,"Production, transportation, and material moving occupations:_Female",440.0,4519,925.0,4398,261.0,Asian Alone,2015
435,Production occupations_Female,381.0,3645,925.0,3034,208.0,Asian Alone,2015
436,Transportation occupations_Female,59.0,298,0.0,886,0.0,Asian Alone,2015
437,Material moving occupations_Female,0.0,576,0.0,478,53.0,Asian Alone,2015
438,Total:,24106.0,156450,113435.0,294131,19851.0,Asian Alone,2016
439,Male:,13489.0,80651,50793.0,160936,10130.0,Asian Alone,2016
440,"Management, business, science, and arts occupations:_Male",3984.0,27312,32512.0,52169,4992.0,Asian Alone,2016
441,"Management, business, and financial occupations:_Male",1148.0,10248,14859.0,22453,2421.0,Asian Alone,2016
442,Management occupations_Male,723.0,6979,8643.0,14376,1459.0,Asian Alone,2016
443,Business and financial operations occupations_Male,425.0,3269,6216.0,8077,962.0,Asian Alone,2016
444,"Computer, engineering, and science occupations:_Male",717.0,8124,7523.0,12380,1445.0,Asian Alone,2016
445,Computer and mathematical occupations_Male,565.0,5728,5778.0,7970,967.0,Asian Alone,2016
446,Architecture and engineering occupations_Male,53.0,1936,1271.0,3160,323.0,Asian Alone,2016
447,"Life, physical, and social science occupations_Male",99.0,460,474.0,1250,155.0,Asian Alone,2016
448,"Education, legal, community service, arts, and media occupations:_Male",1107.0,5957,5462.0,9591,322.0,Asian Alone,2016
449,Community and social service occupations_Male,171.0,359,231.0,1939,54.0,Asian Alone,2016
450,Legal occupations_Male,108.0,704,1942.0,1083,0.0,Asian Alone,2016
451,"Education, training, and library occupations_Male",727.0,2101,1567.0,4326,153.0,Asian Alone,2016
452,"Arts, design, entertainment, sports, and media occupations_Male",101.0,2793,1722.0,2243,115.0,Asian Alone,2016
453,Healthcare practitioners and technical occupations:_Male,1012.0,2983,4668.0,7745,804.0,Asian Alone,2016
454,Health diagnosing and treating practitioners and other technical occupations_Male,656.0,2059,4179.0,6120,654.0,Asian Alone,2016
455,Health technologists and technicians_Male,356.0,924,489.0,1625,150.0,Asian Alone,2016
456,Service occupations:_Male,4122.0,16492,5933.0,33161,2028.0,Asian Alone,2016
457,Healthcare support occupations_Male,536.0,1089,308.0,1793,316.0,Asian Alone,2016
458,Protective service occupations:_Male,469.0,1212,438.0,4570,57.0,Asian Alone,2016
459,"Fire fighting and prevention, and other protective service workers including supervisors_Male",270.0,521,438.0,3006,0.0,Asian Alone,2016
460,Law enforcement workers including supervisors_Male,199.0,691,0.0,1564,57.0,Asian Alone,2016
