"Occupations","Gender","Boroughs","year","Salary","year_range","Salary_avg"
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2011",34090,"year2010_2013",37225.5
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2012",33000,"year2010_2013",37225.5
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2013",29737,"year2010_2013",37225.5
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2014",32427,"year2014_2016",34673
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2015",36592,"year2014_2016",34673
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2016",35000,"year2014_2016",34673
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2017",35840,"year2017_2019",33326.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2018",23232,"year2017_2019",33326.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Bronx County","year2019",40908,"year2017_2019",33326.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2010",42397,"year2010_2013",47639.75
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2011",50326,"year2010_2013",47639.75
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2012",47215,"year2010_2013",47639.75
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2013",50621,"year2010_2013",47639.75
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2014",51321,"year2014_2016",51525.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2015",51587,"year2014_2016",51525.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2016",51668,"year2014_2016",51525.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2017",55944,"year2017_2019",60736.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2018",62364,"year2017_2019",60736.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Kings County","year2019",63902,"year2017_2019",60736.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2010",51261,"year2010_2013",53210.75
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2011",50601,"year2010_2013",53210.75
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2012",55407,"year2010_2013",53210.75
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2013",55574,"year2010_2013",53210.75
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2014",60789,"year2014_2016",56698.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2015",52236,"year2014_2016",56698.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2016",57070,"year2014_2016",56698.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2017",59299,"year2017_2019",63560.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2018",64766,"year2017_2019",63560.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","New York County","year2019",66616,"year2017_2019",63560.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2010",40058,"year2010_2013",41484.25
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2011",37386,"year2010_2013",41484.25
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2012",41493,"year2010_2013",41484.25
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2013",47000,"year2010_2013",41484.25
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2014",41230,"year2014_2016",43160.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2015",42169,"year2014_2016",43160.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2016",46082,"year2014_2016",43160.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2017",50312,"year2017_2019",51680.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2018",51133,"year2017_2019",51680.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Queens County","year2019",53596,"year2017_2019",51680.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2010",53750,"year2010_2013",42377.25
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2011",41283,"year2010_2013",42377.25
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2012",23718,"year2010_2013",42377.25
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2013",50758,"year2010_2013",42377.25
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2014",40601,"year2014_2016",42933.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2015",19844,"year2014_2016",42933.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2016",68355,"year2014_2016",42933.3333333333
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2017",50915,"year2017_2019",44956.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2018",31566,"year2017_2019",44956.6666666667
"Arts, design, entertainment, sports, and media occupations","Female","Richmond County","year2019",52389,"year2017_2019",44956.6666666667
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2010",66384,"year2010_2013",68092.5
"Health diagnosing and treating practitioners and other technical occupations","Female","Bronx County","year2011",65566,"year2010_2013",68092.5
